,release_date,production_budget_x,worldwide_gross,title_year,studio,roi,production_budget_y,studio_size,movie_budget_size
932,2010-10-08,1900000,7785229,Nowhere Boy 2010,Wein.,3.097488947368421,824000000,Large,Medium
933,2010-12-29,1000000,16566240,Blue Valentine 2010,Wein.,15.56624,824000000,Large,Medium
934,2011-06-03,1900000,4581937,Submarine 2011,Wein.,1.4115457894736843,824000000,Large,Medium
935,2011-08-26,5000000,25861249,Our Idiot Brother 2011,Wein.,4.1722498,824000000,Large,Medium
936,2011-09-16,24000000,24474463,I Don't Know How She Does It 2011,Wein.,0.019769291666666668,824000000,Large,Blockbuster
937,2011-11-23,10000000,34240572,My Week with Marilyn 2011,Wein.,2.4240572,824000000,Large,Blockbuster
938,2011-11-25,16000000,128256712,The Artist 2011,Wein.,7.0160445,824000000,Large,Blockbuster
939,2012-01-20,10000000,2179623,Coriolanus 2012,Wein.,-0.7820377,824000000,Large,Blockbuster
940,2012-08-29,26000000,54393687,Lawless 2012,Wein.,1.0920648846153846,824000000,Large,Blockbuster
941,2012-09-14,37500000,50647416,The Master 2012,Wein.,0.35059776,824000000,Large,Blockbuster
942,2012-11-16,21000000,236412453,Silver Linings Playbook 2012,Wein.,10.257735857142857,824000000,Large,Blockbuster
943,2012-11-30,15000000,39238443,Killing Them Softly 2012,Wein.,1.6158962,824000000,Large,Blockbuster
944,2012-12-25,100000000,449948323,Django Unchained 2012,Wein.,3.49948323,824000000,Large,Blockbuster
945,2013-01-11,11000000,56178935,Quartet 2013,Wein.,4.107175909090909,824000000,Large,Blockbuster
946,2013-02-15,40000000,74156610,Escape From Planet Earth 2013,Wein.,0.85391525,824000000,Large,Blockbuster
947,2013-03-22,9000000,20395040,The Sapphires 2013,Wein.,1.2661155555555557,824000000,Large,Medium
948,2013-07-12,900000,17549645,Fruitvale Station 2013,Wein.,18.499605555555554,824000000,Large,Cheap
949,2013-08-16,30000000,177025498,Lee Daniels' The Butler 2013,Wein.,4.900849933333333,824000000,Large,Blockbuster
950,2013-11-22,12000000,98963392,Philomena 2013,Wein.,7.246949333333333,824000000,Large,Blockbuster
951,2013-11-29,35000000,29890402,Mandela: Long Walk to Freedom 2013,Wein.,-0.1459885142857143,824000000,Large,Blockbuster
952,2013-12-25,25000000,50738810,August: Osage County 2013,Wein.,1.0295524,824000000,Large,Blockbuster
953,2014-04-11,18000000,23910210,The Railway Man 2014,Wein.,0.328345,824000000,Large,Blockbuster
954,2014-05-16,16000000,7585011,The Immigrant 2014,Wein.,-0.5259368125,824000000,Large,Blockbuster
955,2014-06-27,8000000,68838736,Begin Again 2014,Wein.,7.604842,824000000,Large,Medium
956,2014-08-15,25000000,66540205,The Giver 2014,Wein.,1.6616082,824000000,Large,Blockbuster
957,2014-10-10,13000000,54837234,St. Vincent 2014,Wein.,3.2182487692307693,824000000,Large,Blockbuster
958,2014-11-28,15000000,227740463,The Imitation Game 2014,Wein.,14.182697533333334,824000000,Large,Blockbuster
959,2014-12-25,10000000,27317872,Big Eyes 2014,Wein.,1.7317872,824000000,Large,Blockbuster
960,2015-04-01,11000000,58586407,Woman in Gold 2015,Wein.,4.326037,824000000,Large,Blockbuster
961,2015-07-24,30000000,94156456,Southpaw 2015,Wein.,2.138548533333333,824000000,Large,Blockbuster
962,2015-08-26,5000000,42844516,No Escape 2015,Wein.,7.5689032,824000000,Large,Medium
963,2015-10-02,50000000,15505922,Shanghai 2015,Wein.,-0.68988156,824000000,Large,Blockbuster
964,2015-10-30,20000000,36773510,Burnt 2015,Wein.,0.8386755,824000000,Large,Blockbuster
965,2015-11-20,11800000,42843521,Carol 2015,Wein.,2.6308068644067797,824000000,Large,Blockbuster
966,2015-12-25,62000000,147864886,The Hateful Eight 2015,Wein.,1.3849175161290324,824000000,Large,Blockbuster
967,2016-01-29,25000000,3771345,Jane Got a Gun 2016,Wein.,-0.8491462,824000000,Large,Blockbuster
968,2016-08-26,20000000,5031975,Hands of Stone 2016,Wein.,-0.74840125,824000000,Large,Blockbuster
969,2016-11-25,12000000,149570720,Lion 2016,Wein.,11.464226666666667,824000000,Large,Blockbuster
970,2017-01-20,15000000,24403192,The Founder 2017,Wein.,0.6268794666666667,824000000,Large,Blockbuster
971,2017-09-01,25000000,6792768,Tulip Fever 2017,Wein.,-0.72828928,824000000,Large,Blockbuster
972,2010-10-29,8000000,5314194,Wild Target 2010,Free,-0.33572575,102500000,Large,Medium
973,2010-11-24,90000000,20466016,The Nutcracker in 3D 2010,Free,-0.7725998222222222,102500000,Large,Blockbuster
974,2014-09-04,4500000,11774,Falcon Rising 2014,Free,-0.9973835555555556,102500000,Large,Medium
975,2010-11-05,3750000,2436111,Four Lions 2010,Drft.,-0.3503704,4750000,Small,Medium
976,2016-04-08,1000000,354836,The Invitation 2016,Drft.,-0.645164,4750000,Small,Medium
977,2010-12-03,42000000,8514325,The Warrior's Way 2010,Rela.,-0.7972779761904762,725500000,Large,Blockbuster
978,2011-01-07,40000000,91126600,Season of the Witch 2011,Rela.,1.278165,725500000,Large,Blockbuster
979,2011-03-04,19000000,7576604,Take Me Home Tonight 2011,Rela.,-0.6012313684210526,725500000,Large,Blockbuster
980,2011-03-18,27000000,155564919,Limitless 2011,Rela.,4.761663666666666,725500000,Large,Blockbuster
981,2011-09-02,25000000,18877153,Shark Night 3D 2011,Rela.,-0.24491388,725500000,Large,Blockbuster
982,2011-09-23,30000000,3721988,Machine Gun Preacher 2011,Rela.,-0.8759337333333334,725500000,Large,Blockbuster
983,2011-11-11,75000000,211562435,Immortals 2011,Rela.,1.8208324666666666,725500000,Large,Blockbuster
984,2012-01-20,23000000,36374700,Haywire 2012,Rela.,0.5815086956521739,725500000,Large,Blockbuster
985,2012-02-24,12000000,82497035,Act of Valor 2012,Rela.,5.874752916666667,725500000,Large,Blockbuster
986,2012-03-30,85000000,173613482,Mirror Mirror 2012,Rela.,1.0425115529411764,725500000,Large,Blockbuster
987,2012-04-27,26000000,30601801,The Raven 2012,Rela.,0.17699234615384615,725500000,Large,Blockbuster
988,2013-01-25,10000000,31164747,Movie 43 2013,Rela.,2.1164747,725500000,Large,Blockbuster
989,2013-02-14,28000000,94050951,Safe Haven 2013,Rela.,2.358962535714286,725500000,Large,Blockbuster
990,2013-03-01,13000000,42195766,21 and Over 2013,Rela.,2.245828153846154,725500000,Large,Blockbuster
991,2013-08-16,40000000,16340767,Paranoia 2013,Rela.,-0.591480825,725500000,Large,Blockbuster
992,2013-09-27,5500000,41268579,Don Jon 2013,Rela.,6.503378,725500000,Large,Medium
993,2013-11-01,55000000,110387072,Free Birds 2013,Rela.,1.0070376727272727,725500000,Large,Blockbuster
994,2013-12-04,22000000,15434375,Out of the Furnace 2013,Rela.,-0.2984375,725500000,Large,Blockbuster
995,2014-02-21,28000000,38959900,3 Days to Kill 2014,Rela.,0.391425,725500000,Large,Blockbuster
996,2014-04-11,5000000,44115496,Oculus 2014,Rela.,7.8230992,725500000,Large,Medium
997,2014-04-25,28000000,73421224,Brick Mansions 2014,Rela.,1.6221865714285715,725500000,Large,Blockbuster
998,2014-07-02,13000000,42174545,Earth to Echo 2014,Rela.,2.2441957692307692,725500000,Large,Blockbuster
999,2014-08-27,15000000,34820335,The November Man 2014,Rela.,1.3213556666666666,725500000,Large,Blockbuster
1000,2014-10-17,26000000,41059418,The Best of Me 2014,Rela.,0.5792083846153846,725500000,Large,Blockbuster
1001,2015-01-30,9000000,21971021,Black or White 2015,Rela.,1.4412245555555556,725500000,Large,Medium
1002,2015-02-27,5000000,38359310,The Lazarus Effect 2015,Rela.,6.671862,725500000,Large,Medium
1003,2015-04-10,4000000,596335,Desert Dancer 2015,Rela.,-0.85091625,725500000,Large,Medium
1004,2016-09-09,15000000,3503761,The Disappointments Room 2016,Rela.,-0.7664159333333334,725500000,Large,Blockbuster
1005,2010-12-17,12500000,2272186,Casino Jack 2010,ATO,-0.81822512,12500000,Medium,Blockbuster
1006,2011-04-01,1500000,99870886,Insidious 2011,FD,65.58059066666667,232250000,Large,Medium
1007,2011-08-26,25000000,39126427,Don't Be Afraid of the Dark 2011,FD,0.56505708,232250000,Large,Blockbuster
1008,2011-10-28,45000000,21544732,The Rum Diary 2011,FD,-0.5212281777777777,232250000,Large,Blockbuster
1009,2012-04-13,20000000,33943049,Lockout 2012,FD,0.69715245,232250000,Large,Blockbuster
1010,2012-06-08,750000,4422318,Safety Not Guaranteed 2012,FD,4.896424,232250000,Large,Cheap
1011,2013-01-25,35000000,48543388,Parker 2013,FD,0.38695394285714285,232250000,Large,Blockbuster
1012,2013-03-08,30000000,19599974,Dead Man Down 2013,FD,-0.34666753333333333,232250000,Large,Blockbuster
1013,2013-03-22,70000000,172878928,Olympus Has Fallen 2013,FD,1.4696989714285715,232250000,Large,Blockbuster
1014,2013-09-13,5000000,161921515,Insidious Chapter 2 2013,FD,31.384303,232250000,Large,Medium
1015,2011-04-08,2000000,1869928,Meek's Cutoff 2011,Osci.,-0.065036,6000000,Small,Medium
1016,2012-08-24,4000000,5966671,Samsara 2012,Osci.,0.49166775,6000000,Small,Medium
1017,2011-04-08,18000000,47158652,Soul Surfer 2011,TriS,1.619925111111111,494800000,Large,Blockbuster
1018,2011-05-06,7000000,38158601,Jumping the Broom 2011,TriS,4.4512287142857145,494800000,Large,Medium
1019,2011-08-26,40000000,72295262,Colombiana 2011,TriS,0.80738155,494800000,Large,Blockbuster
1020,2011-09-30,2000000,35185884,Courageous 2011,TriS,16.592942,494800000,Large,Medium
1021,2012-09-28,30000000,170466405,Looper 2012,TriS,4.6822135,494800000,Large,Blockbuster
1022,2013-03-15,12800000,69821476,The Call 2013,TriS,4.4548028125,494800000,Large,Blockbuster
1023,2013-08-09,120000000,286192091,Elysium 2013,TriS,1.3849340916666666,494800000,Large,Blockbuster
1024,2013-08-30,10000000,68541786,One Direction: This is Us 2013,TriS,5.8541786,494800000,Large,Blockbuster
1025,2014-02-21,80000000,108469033,Pompeii 2014,TriS,0.3558629125,494800000,Large,Blockbuster
1026,2014-04-16,12000000,100916299,Heaven is for Real 2014,TriS,7.409691583333333,494800000,Large,Blockbuster
1027,2014-08-22,15000000,30138912,When the Game Stands Tall 2014,TriS,1.0092608,494800000,Large,Blockbuster
1028,2015-08-07,18000000,41166033,Ricki and the Flash 2015,TriS,1.2870018333333333,494800000,Large,Blockbuster
1029,2015-08-28,3000000,73975239,War Room 2015,TriS,23.658413,494800000,Large,Medium
1030,2015-09-30,35000000,61492104,The Walk 2015,TriS,0.7569172571428572,494800000,Large,Blockbuster
1031,2016-03-16,13000000,73798736,Miracles from Heaven 2016,TriS,4.6768258461538466,494800000,Large,Blockbuster
1032,2016-05-13,27000000,93466095,Money Monster 2016,TriS,2.461707222222222,494800000,Large,Blockbuster
1033,2017-03-17,18000000,42091262,T2: Trainspotting 2017,TriS,1.3384034444444444,494800000,Large,Blockbuster
1034,2017-06-28,34000000,228104185,Baby Driver 2017,TriS,5.708946617647059,494800000,Large,Blockbuster
1035,2011-04-29,20000000,6093725,Dylan Dog: Dead of Night 2011,OMNI/FSR,-0.69531375,20000000,Medium,Blockbuster
1036,2011-05-13,7000000,382946,Hesher 2011,WHE,-0.9452934285714286,7000000,Small,Medium
1037,2011-09-23,70000000,65409046,Killer Elite 2011,ORF,-0.06558505714285714,524200000,Large,Blockbuster
1038,2012-01-27,25000000,81249176,The Grey 2012,ORF,2.24996704,524200000,Large,Blockbuster
1039,2012-03-09,2000000,16610760,Silent House 2012,ORF,7.30538,524200000,Large,Medium
1040,2012-09-21,15000000,57586606,End of Watch 2012,ORF,2.8391070666666667,524200000,Large,Blockbuster
1041,2012-10-26,20000000,55975672,Silent Hill: Revelation 3D 2012,ORF,1.7987836,524200000,Large,Blockbuster
1042,2013-01-11,2500000,59922558,A Haunted House 2013,ORF,22.9690232,524200000,Large,Medium
1043,2013-08-16,18000000,43402515,Jobs 2013,ORF,1.4112508333333333,524200000,Large,Blockbuster
1044,2013-10-11,20000000,18273009,Machete Kills 2013,ORF,-0.08634955,524200000,Large,Blockbuster
1045,2013-11-27,22000000,51695362,Homefront 2013,ORF,1.3497891818181817,524200000,Large,Blockbuster
1046,2014-01-17,30000000,122529966,The Nut Job 2014,ORF,3.0843322,524200000,Large,Blockbuster
1047,2014-04-18,4000000,21206861,A Haunted House 2 2014,ORF,4.30171525,524200000,Large,Medium
1048,2014-10-31,8500000,50334418,Nightcrawler 2014,ORF,4.921696235294117,524200000,Large,Medium
1049,2014-11-14,10000000,3185717,Rosewater 2014,ORF,-0.6814283,524200000,Large,Blockbuster
1050,2015-03-20,40000000,18594227,The Gunman 2015,ORF,-0.535144325,524200000,Large,Blockbuster
1051,2015-04-24,20000000,17769299,Little Boy 2015,ORF,-0.11153505,524200000,Large,Blockbuster
1052,2015-06-19,7000000,18190831,Dope 2015,ORF,1.598690142857143,524200000,Large,Medium
1053,2015-11-06,20000000,92088460,Spotlight 2015,ORF,3.604423,524200000,Large,Blockbuster
1054,2016-01-29,5000000,22113075,Fifty Shades of Black 2016,ORF,3.422615,524200000,Large,Medium
1055,2016-02-26,20000000,25943792,Triple 9 2016,ORF,0.2971896,524200000,Large,Blockbuster
1056,2016-09-16,50000000,35380918,Snowden 2016,ORF,-0.29238164,524200000,Large,Blockbuster
1057,2016-10-14,10000000,4563080,Max Steel 2016,ORF,-0.543692,524200000,Large,Blockbuster
1058,2016-11-18,16000000,6603926,Bleed for This 2016,ORF,-0.587254625,524200000,Large,Blockbuster
1059,2017-02-24,29200000,5466698,Collide 2017,ORF,-0.8127843150684931,524200000,Large,Blockbuster
1060,2017-03-03,5000000,18945682,Before I Fall 2017,ORF,2.7891364,524200000,Large,Medium
1061,2017-08-11,40000000,57438389,The Nut Job 2: Nutty by Nature 2017,ORF,0.435959725,524200000,Large,Blockbuster
1062,2017-09-08,15000000,37336874,Home Again 2017,ORF,1.4891249333333334,524200000,Large,Blockbuster
1063,2011-09-23,4000000,1983596,Red State 2011,SMod,-0.504101,4000000,Small,Medium
1064,2011-10-21,5500000,13480196,Le Havre 2011,Jan.,1.4509447272727272,5500000,Small,Medium
1065,2011-11-18,4000000,978527,Another Happy Day 2011,P4,-0.75536825,4000000,Small,Medium
1066,2012-01-27,42000000,49621440,Man on a Ledge 2012,LG/S,0.18146285714285715,1657500000,Large,Blockbuster
1067,2012-07-27,33000000,165552290,Step Up Revolution 2012,LG/S,4.0167360606060605,1657500000,Large,Blockbuster
1068,2012-09-07,20000000,25361206,The Cold Light of Day 2012,LG/S,0.2680603,1657500000,Large,Blockbuster
1069,2012-09-21,13000000,33069303,The Perks of Being a Wallflower 2012,LG/S,1.5437925384615385,1657500000,Large,Blockbuster
1070,2012-10-12,3000000,87727807,Sinister 2012,LG/S,28.242602333333334,1657500000,Large,Medium
1071,2012-10-19,35000000,35426759,Alex Cross 2012,LG/S,0.012193114285714285,1657500000,Large,Blockbuster
1072,2012-12-21,40000000,169590606,The Impossible 2012,LG/S,3.23976515,1657500000,Large,Blockbuster
1073,2013-02-01,30000000,115121608,Warm Bodies 2013,LG/S,2.8373869333333332,1657500000,Large,Blockbuster
1074,2013-02-22,15000000,57907734,Snitch 2013,LG/S,2.8605156,1657500000,Large,Blockbuster
1075,2013-05-31,75000000,342769200,Now You See Me 2013,LG/S,3.570256,1657500000,Large,Blockbuster
1076,2013-07-03,2500000,32327255,Kevin Hart: Let Me Explain 2013,LG/S,11.930902,1657500000,Large,Medium
1077,2013-10-18,70000000,103735965,Escape Plan 2013,LG/S,0.48194235714285716,1657500000,Large,Blockbuster
1078,2013-11-01,110000000,127983283,Ender's Game 2013,LG/S,0.16348439090909092,1657500000,Large,Blockbuster
1079,2014-01-10,70000000,58953319,The Legend of Hercules 2014,LG/S,-0.15780972857142858,1657500000,Large,Blockbuster
1080,2014-03-21,85000000,276014965,Divergent 2014,LG/S,2.247234882352941,1657500000,Large,Blockbuster
1081,2014-04-11,25000000,29847480,Draft Day 2014,LG/S,0.1938992,1657500000,Large,Blockbuster
1082,2014-10-24,30000000,76235001,John Wick 2014,LG/S,1.5411667,1657500000,Large,Blockbuster
1083,2015-03-20,110000000,295075882,The Divergent Series: Insurgent 2015,LG/S,1.6825080181818182,1657500000,Large,Blockbuster
1084,2015-04-17,50000000,8004221,Child 44 2015,LG/S,-0.83991558,1657500000,Large,Blockbuster
1085,2015-10-23,80000000,130818912,The Last Witch Hunter 2015,LG/S,0.6352364,1657500000,Large,Blockbuster
1086,2016-02-26,140000000,138836756,Gods of Egypt 2016,LG/S,-0.008308885714285714,1657500000,Large,Blockbuster
1087,2016-03-18,110000000,172022517,The Divergent Series: Allegiant 2016,LG/S,0.5638410636363637,1657500000,Large,Blockbuster
1088,2016-06-10,90000000,328325007,Now You See Me 2 2016,LG/S,2.648055633333333,1657500000,Large,Blockbuster
1089,2016-08-26,40000000,109738840,Mechanic: Resurrection 2016,LG/S,1.743471,1657500000,Large,Blockbuster
1090,2016-09-30,156000000,122603824,Deepwater Horizon 2016,LG/S,-0.2140780512820513,1657500000,Large,Blockbuster
1091,2016-12-09,20000000,426351163,La La Land 2016,LG/S,20.31755815,1657500000,Large,Blockbuster
1092,2017-02-10,40000000,171350009,John Wick: Chapter Two 2017,LG/S,3.283750225,1657500000,Large,Blockbuster
1093,2017-02-24,60000000,24148488,Rock Dog 2017,LG/S,-0.5975252,1657500000,Large,Blockbuster
1094,2017-06-16,45000000,54876855,All Eyez on Me 2017,LG/S,0.21948566666666666,1657500000,Large,Blockbuster
1095,2018-06-29,18000000,46527161,Uncle Drew 2018,LG/S,1.5848422777777778,1657500000,Large,Blockbuster
1096,2012-04-27,6000000,10106975,Bernie 2012,MNE,0.6844958333333333,96000000,Medium,Medium
1097,2012-05-04,12500000,1100287,A Little Bit of Heaven 2012,MNE,-0.91197704,96000000,Medium,Blockbuster
1098,2012-10-05,12500000,4027663,The Paperboy 2012,MNE,-0.67778696,96000000,Medium,Blockbuster
1099,2013-03-15,50000000,26387039,Upside Down 2013,MNE,-0.47225922,96000000,Medium,Blockbuster
1100,2013-12-06,15000000,20898221,Khumba 2013,MNE,0.39321473333333334,96000000,Medium,Blockbuster
1101,2012-07-27,10000000,4659110,Killer Joe 2012,LD,-0.534089,20000000,Medium,Blockbuster
1102,2012-11-30,10000000,8890094,The Collection 2012,LD,-0.1109906,20000000,Medium,Blockbuster
1103,2012-09-07,3000000,12577401,Bachelorette 2012,RTWC,3.192467,74550000,Medium,Medium
1104,2013-07-19,4800000,4494560,Only God Forgives 2013,RTWC,-0.06363333333333333,74550000,Medium,Medium
1105,2013-10-11,750000,1960521,All the Boys Love Mandy Lane 2013,RTWC,1.614028,74550000,Medium,Cheap
1106,2014-04-18,4000000,47552,13 Sins 2014,RTWC,-0.988112,74550000,Medium,Medium
1107,2014-06-27,40000000,88069880,Snowpiercer 2014,RTWC,1.201747,74550000,Medium,Blockbuster
1108,2015-03-13,2000000,23250755,It Follows 2015,RTWC,10.6253775,74550000,Medium,Medium
1109,2015-06-26,17000000,3917679,Escobar: Paradise Lost 2015,RTWC,-0.769548294117647,74550000,Medium,Blockbuster
1110,2015-09-04,3000000,483938,Before We Go 2015,RTWC,-0.8386873333333333,74550000,Medium,Medium
1111,2012-10-17,4000000,4230426,Holy Motors 2012,IM,0.0576065,4000000,Small,Medium
1112,2012-11-13,9200000,5806666,Jab Tak Hai Jaan 2012,Yash,-0.36884065217391304,44200000,Medium,Medium
1113,2013-12-20,24000000,11723620,Dhoom 3 2013,Yash,-0.5115158333333333,44200000,Medium,Blockbuster
1114,2016-07-06,11000000,72989781,Sultan 2016,Yash,5.6354346363636365,44200000,Medium,Blockbuster
1115,2013-03-01,4500000,8000366,The Sweeney 2013,EOne,0.7778591111111111,83600000,Medium,Medium
1116,2014-09-26,1600000,868081,Two Night Stand 2014,EOne,-0.457449375,83600000,Medium,Medium
1117,2016-02-12,77500000,102028919,The Little Prince 2016,EOne,0.3165021806451613,83600000,Medium,Blockbuster
1118,2013-03-15,5000000,31149251,Spring Breakers 2013,A24,5.2298502,143100000,Large,Medium
1119,2013-08-02,2500000,6916951,The Spectacular Now 2013,A24,1.7667804,143100000,Large,Medium
1120,2014-04-25,2000000,2088390,Locke 2014,A24,0.044195,143100000,Large,Medium
1121,2014-06-06,1000000,3324070,Obvious Child 2014,A24,2.32407,143100000,Large,Medium
1122,2014-06-13,8500000,3180252,The Rover 2014,A24,-0.625852705882353,143100000,Large,Medium
1123,2014-09-19,3000000,1887554,Tusk 2014,A24,-0.37081533333333333,143100000,Large,Medium
1124,2014-12-31,20000000,8846875,A Most Violent Year 2014,A24,-0.55765625,143100000,Large,Blockbuster
1125,2015-03-27,10000000,17503828,While We're Young 2015,A24,0.7503828,143100000,Large,Blockbuster
1126,2015-04-10,13000000,38358392,Ex Machina 2015,A24,1.9506455384615384,143100000,Large,Blockbuster
1127,2015-10-16,13000000,36262783,Room 2015,A24,1.7894448461538461,143100000,Large,Blockbuster
1128,2016-02-19,3500000,40454520,The Witch 2016,A24,10.558434285714286,143100000,Large,Medium
1129,2016-04-15,5000000,3807503,Green Room 2016,A24,-0.2384994,143100000,Large,Medium
1130,2016-06-24,3000000,5837111,Swiss Army Man 2016,A24,0.9457036666666667,143100000,Large,Medium
1131,2016-09-30,3500000,2611750,American Honey 2016,A24,-0.2537857142857143,143100000,Large,Medium
1132,2017-04-21,10000000,3793739,Free Fire 2017,A24,-0.6206261,143100000,Large,Blockbuster
1133,2017-07-07,100000,2769782,A Ghost Story 2017,A24,26.69782,143100000,Large,Cheap
1134,2017-10-06,2000000,11295324,The Florida Project 2017,A24,4.647662,143100000,Large,Medium
1135,2017-11-03,10000000,78610769,Lady Bird 2017,A24,6.8610769,143100000,Large,Blockbuster
1136,2017-12-01,10000000,28717667,The Disaster Artist 2017,A24,1.8717667,143100000,Large,Blockbuster
1137,2018-04-06,8000000,2455027,Lean on Pete 2018,A24,-0.693121625,143100000,Large,Medium
1138,2018-06-08,10000000,70133905,Hereditary 2018,A24,6.0133905,143100000,Large,Blockbuster
1139,2013-09-27,18000000,9082906,Metallica Through the Never 2013,PH,-0.4953941111111111,18000000,Medium,Blockbuster
1140,2013-11-15,7000000,1933829,The Christmas Candle 2013,ELS,-0.7237387142857142,7000000,Small,Medium
1141,2014-05-02,2600000,15298355,Ida 2014,MBox,4.8839826923076926,2600000,Small,Medium
1142,2014-05-09,1000000,1156309,Palo Alto 2014,Trib.,0.156309,1000000,Small,Medium
1143,2014-06-06,4357373,1200000,Anna 2014,VE,-0.7246047102233387,44357373,Medium,Medium
1144,2018-02-02,30000000,648599,Bilal: A New Breed of Hero 2018,VE,-0.9783800333333333,44357373,Medium,Blockbuster
1145,2018-06-15,10000000,6089100,Gotti 2018,VE,-0.39109,44357373,Medium,Blockbuster
1146,2014-07-25,18000000,17920013,And So It Goes 2014,CE,-0.004443722222222222,18000000,Medium,Blockbuster
1147,2014-11-14,18000000,94953,Wolves 2014,KE,-0.9947248333333333,18000000,Medium,Blockbuster
1148,2014-11-14,16000000,8217571,The Homesman 2014,Saban,-0.4864018125,16000000,Medium,Blockbuster
1149,2015-01-23,6000000,437089,Song One 2015,TFA,-0.9271518333333333,6000000,Small,Medium
1150,2015-03-20,10000000,8465845,Danny Collins 2015,BST,-0.1534155,98500000,Medium,Blockbuster
1151,2016-03-11,13000000,35402802,Eye in the Sky 2016,BST,1.7232924615384615,98500000,Medium,Blockbuster
1152,2016-09-30,10000000,9263940,Denial 2016,BST,-0.073606,98500000,Medium,Blockbuster
1153,2016-12-28,5000000,10727536,Paterson 2016,BST,1.1455072,98500000,Medium,Medium
1154,2017-04-14,30000000,17121823,The Lost City of Z 2017,BST,-0.4292725666666667,98500000,Medium,Blockbuster
1155,2017-08-18,29000000,44264271,Logan Lucky 2017,BST,0.5263541724137931,98500000,Medium,Blockbuster
1156,2018-03-23,1500000,14244931,Unsane 2018,BST,8.496620666666667,98500000,Medium,Medium
1157,2015-03-20,2300000,14304931,Do You Believe? 2015,PFR,5.2195352173913045,15300000,Medium,Medium
1158,2015-10-16,13000000,14403703,Woodlawn 2015,PFR,0.10797715384615385,15300000,Medium,Blockbuster
1159,2015-07-10,40000000,26736665,Baahubali: The Beginning 2015,BSC,-0.331583375,40000000,Medium,Blockbuster
1160,2015-07-10,10000000,161097,Strangerland 2015,Alc,-0.9838903,10000000,Medium,Blockbuster
1161,2015-09-02,8000000,37119358,A Walk in the Woods 2015,BG,3.63991975,108900000,Large,Medium
1162,2016-06-24,7500000,3559803,The Neon Demon 2016,BG,-0.5253596,108900000,Large,Medium
1163,2016-07-13,47500000,20718104,The Infiltrator 2016,BG,-0.5638293894736842,108900000,Large,Blockbuster
1164,2016-09-23,11900000,24041617,The Dressmaker 2016,BG,1.0203039495798318,108900000,Large,Blockbuster
1165,2017-07-14,12000000,23477345,Wish Upon 2017,BG,0.9564454166666667,108900000,Large,Blockbuster
1166,2017-12-08,22000000,6756412,Just Getting Started 2017,BG,-0.6928903636363636,108900000,Large,Blockbuster
1167,2015-09-04,22000000,69698495,The Transporter Refueled 2015,EC,2.168113409090909,50000000,Medium,Blockbuster
1168,2016-11-11,10000000,11360665,Shut In 2016,EC,0.1360665,50000000,Medium,Blockbuster
1169,2016-11-25,18000000,7719630,Miss Sloane 2016,EC,-0.5711316666666667,50000000,Medium,Blockbuster
1170,2015-09-25,1000000,12931420,The Green Inferno 2015,BH Tilt,11.93142,14000000,Medium,Medium
1171,2016-05-13,4000000,10898293,The Darkness 2016,BH Tilt,1.72457325,14000000,Medium,Medium
1172,2016-12-02,5000000,9371036,Incarnate 2016,BH Tilt,0.8742072,14000000,Medium,Medium
1173,2018-06-01,3000000,16553285,Upgrade 2018,BH Tilt,4.517761666666667,14000000,Medium,Medium
1174,2018-07-20,1000000,16434588,Unfriended: Dark Web 2018,BH Tilt,15.434588,14000000,Medium,Medium
1175,2015-10-09,12000000,6553186,Trash 2015,FCW,-0.4539011666666667,12000000,Medium,Blockbuster
1176,2015-10-09,2000000,6328516,Knock Knock 2015,LGP,2.164258,2000000,Small,Medium
1177,2015-11-20,1400000,5552584,Mustang 2015,Cohen,2.9661314285714284,11400000,Medium,Medium
1178,2017-06-02,10000000,7582196,Churchill 2017,Cohen,-0.2417804,11400000,Medium,Blockbuster
1179,2016-03-04,600000,7943,They Will Have to Kill Us First 2016,BBC,-0.9867616666666666,600000,Small,Cheap
1180,2016-04-08,2000000,17187434,Hardcore Henry 2016,STX,7.593717,534100000,Large,Medium
1181,2016-06-24,50000000,23237252,Free State of Jones 2016,STX,-0.53525496,534100000,Large,Blockbuster
1182,2016-07-29,20000000,180998716,Bad Moms 2016,STX,8.0499358,534100000,Large,Blockbuster
1183,2016-11-18,9000000,19096003,The Edge of Seventeen 2016,STX,1.1217781111111111,534100000,Large,Medium
1184,2017-01-13,7400000,31187727,The Bye Bye Man 2017,STX,3.214557702702703,534100000,Large,Medium
1185,2017-02-03,30000000,16481405,The Space Between Us 2017,STX,-0.45061983333333333,534100000,Large,Blockbuster
1186,2017-07-21,180000000,215098356,Valerian and the City of a Thousand Planets 2017,STX,0.19499086666666668,534100000,Large,Blockbuster
1187,2017-10-13,35000000,140783360,The Foreigner 2017,STX,3.0223817142857143,534100000,Large,Blockbuster
1188,2017-11-01,28000000,127710550,A Bad Moms Christmas 2017,STX,3.5610910714285713,534100000,Large,Blockbuster
1189,2018-01-19,30000000,80131391,Den of Thieves 2018,STX,1.6710463666666666,534100000,Large,Blockbuster
1190,2018-04-20,32000000,91553797,I Feel Pretty 2018,STX,1.86105615625,534100000,Large,Blockbuster
1191,2018-06-01,35000000,57897191,Adrift 2018,STX,0.6542054571428572,534100000,Large,Blockbuster
1192,2018-08-17,35000000,66295121,Mile 22 2018,STX,0.8941463142857143,534100000,Large,Blockbuster
