,release_date,production_budget_x,worldwide_gross,title_year,studio,roi,production_budget_y,studio_size,movie_budget_size
1193,2018-09-07,25000000,51800758,Peppermint 2018,STX,1.07203032,534100000,Large,Blockbuster
1194,2018-12-21,15700000,63288854,Second Act 2018,STX,3.0311371974522294,534100000,Large,Blockbuster
1195,2016-04-22,3000000,7445044,Compadres 2016,PNT,1.4816813333333334,3000000,Small,Medium
1196,2016-06-24,2500000,23845533,Hunt for the Wilderpeople 2016,Orch.,8.5382132,2500000,Small,Medium
1197,2016-08-05,12700000,49196532,Operation Chromite 2016,CJ,2.8737426771653545,12700000,Medium,Blockbuster
1198,2016-11-18,8000000,17382693,A Street Cat Named Bob 2016,Cleopatra,1.172836625,8000000,Small,Medium
1199,2017-04-28,30000000,263502914,Baahubali 2: The Conclusion 2017,GrtIndia,7.783430466666666,30000000,Medium,Blockbuster
1200,2017-08-25,2000000,5941994,All Saints 2017,Affirm,1.970997,7000000,Small,Medium
1201,2018-03-23,5000000,25529498,"Paul, Apostle of Christ 2018",Affirm,4.1058996,7000000,Small,Medium
1202,2017-09-22,9900000,11310835,Friend Request 2017,ENTMP,0.14250858585858586,49900000,Medium,Medium
1203,2018-03-09,40000000,30963684,The Hurricane Heist 2018,ENTMP,-0.2259079,49900000,Medium,Blockbuster
1204,2017-12-08,11000000,53797409,"I, Tonya 2017",Neon,3.8906735454545456,11000000,Medium,Blockbuster
1205,2018-06-08,15000000,12758799,Hotel Artemis 2018,Global Road,-0.1494134,15000000,Medium,Blockbuster
1206,2018-08-17,51000000,99624873,Alpha 2018,Studio 8,0.9534288823529412,81000000,Medium,Blockbuster
1207,2018-09-14,30000000,25947983,White Boy Rick 2018,Studio 8,-0.13506723333333334,81000000,Medium,Blockbuster
1208,2018-09-14,6000000,1427656,Mandy 2018,RLJ,-0.7620573333333334,6000000,Small,Medium
1209,2018-09-21,38000000,13143056,The Sisters Brothers 2018,Annapurna,-0.6541301052631578,119000000,Large,Blockbuster
1210,2018-12-14,12000000,19859167,If Beale Street Could Talk 2018,Annapurna,0.6549305833333333,119000000,Large,Blockbuster
1211,2018-12-25,60000000,70883171,Vice 2018,Annapurna,0.18138618333333334,119000000,Large,Blockbuster
1212,2018-12-25,9000000,3681096,Destroyer 2018,Annapurna,-0.5909893333333334,119000000,Large,Medium
1213,2018-10-26,20000000,7034615,Suspiria 2018,Amazon,-0.64826925,20000000,Medium,Blockbuster
